gene,name,molecule,if_important
14850,2610528J11RIK,gene,0
14851,TMEM125,gene,0
14852,WDR65,gene,0
14853,EBNA1BP2,gene,0
14854,D4ERTD617E,gene,0
14855,OLFR62,gene,0
14856,OLFR1342,gene,0
14857,OLFR1341,gene,0
14858,OLFR1340,gene,0
14859,OLFR1339,gene,0
14860,OLFR1338,gene,0
14861,OLFR1337,gene,0
14862,OLFR1335,gene,0
14863,OLFR1333,gene,0
14864,OLFR1331,gene,0
14865,OLFR1330,gene,0
14866,OLFR1329,gene,0
14867,OLFR1328,gene,0
14868,LAO1,gene,0
14869,SLC2A1,gene,0
14870,ZFP691,gene,0
14871,ERMAP,gene,0
14872,CCDC23,gene,0
14873,4930538K18RIK,gene,0
14874,AU022252,gene,0
14875,LEPRE1,gene,0
14876,CLDN19,gene,0
14877,YBX1,gene,0
14878,PPIH,gene,0
14879,CCDC30,gene,0
14880,PPCS,gene,0
14881,ZMYND12,gene,0
14882,RIMKLA,gene,0
14883,AA415398,gene,0
14884,FOXJ3,gene,0
14885,GUCA2A,gene,0
14886,GUCA2B,gene,0
14887,HIVEP3,gene,0
14888,EDN2,gene,0
14889,FOXO6,gene,0
14890,SCMH1,gene,0
14891,SLFNL1,gene,0
14892,CTPS,gene,0
14893,GM8439,gene,0
14894,CITED4,gene,0
14895,KCNQ4,gene,0
14896,NFYC,gene,0
14897,MIR30C-1,gene,0
14898,MIR30E,gene,0
14899,RIMS3,gene,0
14900,DEM1,gene,0
14901,ZFP69,gene,0
14902,SMAP2,gene,0
14903,COL9A2,gene,0
14904,ZMPSTE24,gene,0
14905,TMCO2,gene,0
14906,RLF,gene,0
14907,GM12888,gene,0
14908,GM12886,gene,0
14909,GM12887,gene,0
14910,9530002B09RIK,gene,0
14911,PPT1,gene,0
14912,CAP1,gene,0
14913,MFSD2A,gene,0
14914,MYCL1,gene,0
14915,TRIT1,gene,0
14916,BMP8B,gene,0
14917,OXCT2B,gene,0
14918,PPIE,gene,0
14919,HPCAL4,gene,0
14920,NT5C1A,gene,0
14921,HEYL,gene,0
14922,PABPC4,gene,0
14923,BMP8A,gene,0
14924,OXCT2A,gene,0
14925,MACF1,gene,0
14926,D830031N03RIK,gene,0
14927,BC002163_LOC2,gene,0
14928,NDUFS5,gene,0
14929,AKIRIN1,gene,0
14930,RHBDL2,gene,0
14931,MYCBP,gene,0
14932,RRAGC,gene,0
14933,1700057H15RIK,gene,0
14934,4933407E24RIK,gene,0
14935,POU3F1,gene,0
14936,UTP11L,gene,0
14937,FHL3,gene,0
14938,SF3A3,gene,0
14939,MIR697,gene,0
14940,INPP5B,gene,0
14941,MIR698,gene,0
14942,MTF1,gene,0
14943,1110065P20RIK,gene,0
14944,YRDC,gene,0
14945,MANEAL,gene,0
14946,EPHA10,gene,0
14947,1700125G02RIK,gene,0
14948,CDCA8,gene,0
14949,9930104L06RIK,gene,0
14950,RSPO1,gene,0
14951,GNL2,gene,0
14952,DNALI1,gene,0
14953,SNIP1,gene,0
14954,MEAF6,gene,0
14955,ZC3H12A,gene,0
14956,GRIK3,gene,0
14957,2610028E06RIK,gene,0
14958,CSF3R,gene,0
14959,MRPS15,gene,0
14960,OSCP1,gene,0
14961,LSM10,gene,0
14962,STK40,gene,0
14963,FAM176B,gene,0
14964,1700029G01RIK,gene,0
14965,THRAP3,gene,0
14966,MTAP7D1,gene,0
14967,TRAPPC3,gene,0
14968,COL8A2,gene,0
14969,ADPRHL2,gene,0
14970,TEKT2,gene,0
14971,EIF2C3,gene,0
14972,EIF2C1,gene,0
14973,EIF2C4,gene,0
14974,CLSPN,gene,0
14975,5730409E04RIK,gene,0
14976,PSMB2,gene,0
14977,TFAP2E,gene,0
14978,NCDN,gene,0
14979,AU040320,gene,0
14980,ZMYM4,gene,0
14981,SFPQ,gene,0
14982,ZMYM1,gene,0
14983,ZMYM6,gene,0
14984,GM12942,gene,0
14985,DLGAP3,gene,0
14986,BC003266,gene,0
14987,GJA4,gene,0
14988,GJB3,gene,0
14989,GJB4,gene,0
14990,GJB5,gene,0
14991,CK137956,gene,0
14992,4930465A12RIK,gene,0
14993,HMGB4,gene,0
14994,ZSCAN20,gene,0
14995,TLR12,gene,0
14996,PHC2,gene,0
14997,A3GALT2,gene,1
14998,ZFP362,gene,0
14999,TRIM62,gene,0
15000,ADC,gene,0
15001,AK2,gene,0
15002,RNF19B,gene,0
15003,TMEM54,gene,0
15004,HPCA,gene,0
15005,FNDC5,gene,0
15006,S100PBP,gene,0
15007,YARS,gene,0
15008,C77080,gene,0
15009,SYNC,gene,0
15010,RBBP4,gene,0
15011,ZBTB8OS,gene,0
15012,ZBTB8A,gene,0
15013,ZBTB8B,gene,0
15014,BSDC1,gene,0
15015,TSSK3,gene,0
15016,1700125D06RIK,gene,0
15017,MARCKSL1,gene,0
15018,HDAC1,gene,0
15019,LCK,gene,0
15020,FAM167B,gene,0
15021,EIF3I,gene,0
15022,2510006D16RIK,gene,0
15023,DCDC2B,gene,0
15024,IQCC,gene,0
15025,CCDC28B,gene,0
15026,TXLNA,gene,0
15027,KPNA6,gene,0
15028,TMEM39B,gene,0
15029,KHDRBS1,gene,0
15030,PTP4A2,gene,0
15031,E330017L17RIK,gene,0
15032,1700003M07RIK,gene,0
15033,BAI2,gene,0
15034,COL16A1,gene,0
15035,PEF1,gene,0
15036,HCRTR1,gene,0
15037,TINAGL1,gene,0
15038,GM853,gene,0
15039,SERINC2,gene,0
15040,FABP3,gene,1
15041,ZCCHC17,gene,0
15042,SNRNP40,gene,0
15043,NKAIN1,gene,0
15044,PUM1,gene,0
15045,SNORD85,gene,0
15046,SDC3,gene,0
15047,LAPTM5,gene,0
15048,MATN1,gene,0
15049,PTPRU,gene,0
15050,MECR,gene,0
15051,SRSF4,gene,0
15052,TMEM200B,gene,0
15053,EPB4.1,gene,0
15054,OPRD1,gene,0
15055,YTHDF2,gene,0
15056,GM13253,gene,0
15057,GMEB1,gene,0
15058,RNU11,gene,0
15059,TAF12,gene,0
15060,RAB42-PS,gene,0
15061,SNHG12,gene,0
15062,SNORA16A,gene,0
15063,SNORA44,gene,0
15064,SNORA61,gene,0
15065,SNORD99,gene,0
15066,TRNAU1AP,gene,0
15067,RCC1,gene,0
15068,SNHG3,gene,0
15069,PHACTR4,gene,0
15070,MED18,gene,0
15071,SESN2,gene,0
15072,ATPIF1,gene,0
15073,DNAJC8,gene,0
15074,PTAFR,gene,0
15075,EYA3,gene,0
15076,XKR8,gene,0
15077,SMPDL3B,gene,0
15078,RPA2,gene,0
15079,BC013712,gene,0
15080,PPP1R8,gene,0
15081,STX12,gene,0
15082,FAM76A,gene,0
15083,FGR,gene,0
15084,AHDC1,gene,0
15085,WASF2,gene,0
15086,GPR3,gene,0
15087,CD164L2,gene,0
15088,MAP3K6,gene,0
15089,SYTL1,gene,0
15090,TMEM222,gene,0
15091,WDTC1,gene,0
15092,SLC9A1,gene,0
15093,MIR5122,gene,0
15094,FAM46B,gene,0
15095,TRNP1,gene,0
15096,1810019J16RIK,gene,0
15097,NUDC,gene,0
15098,NR0B2,gene,0
15099,GPATCH3,gene,0
15100,GPN2,gene,0
15101,SFN,gene,0
15102,ZDHHC18,gene,0
15103,PIGV,gene,0
15104,ARID1A,gene,0
15105,RPS6KA1,gene,0
15106,HMGN2,gene,0
15107,DHDDS,gene,0
15108,LIN28A,gene,0
15109,AIM1L,gene,0
15110,CD52,gene,0
15111,UBXN11,gene,0
15112,SH3BGRL3,gene,0
15113,CCDC21,gene,0
15114,GM7534,gene,0
15115,CATSPER4,gene,0
15116,CNKSR1,gene,0
15117,ZFP593,gene,0
15118,E130218I03RIK,gene,0
15119,GRRP1,gene,0
15120,PDIK1L,gene,0
15121,TRIM63,gene,0
15122,SLC30A2,gene,0
15123,EXTL1,gene,0
15124,PAFAH2,gene,0
15125,1700021N21RIK,gene,0
15126,STMN1,gene,0
15127,PAQR7,gene,0
15128,2610002D18RIK,gene,0
15129,FAM54B,gene,0
15130,SEPN1,gene,0
15131,MAN1C1,gene,0
15132,LDLRAP1,gene,0
15133,TMEM57,gene,0
15134,RHD,gene,0
15135,TMEM50A,gene,0
15136,D4WSU53E,gene,0
15137,SYF2,gene,0
15138,RUNX3,gene,0
15139,CLIC4,gene,0
15140,SRRM1,gene,0
15141,A330049M08RIK,gene,0
15142,RCAN3,gene,0
15143,MIR700,gene,0
15144,NIPAL3,gene,0
15145,4930555I21RIK,gene,0
15146,GRHL3,gene,0
15147,1700029M20RIK,gene,0
15148,IL28RA,gene,0
15149,IL22RA1,gene,0
15150,MYOM3,gene,0
15151,SRSF10,gene,0
15152,PNRC2,gene,0
15153,CNR2,gene,0
15154,FUCA1,gene,0
15155,HMGCL,gene,0
15156,GALE,gene,0
15157,LYPLA2,gene,0
15158,1110049F12RIK,gene,0
15159,TCEB3,gene,0
15160,RPL11,gene,0
15161,ID3,gene,1
15162,E2F2,gene,0
15163,ASAP3,gene,0
15164,TCEA3,gene,0
15165,ZFP46,gene,0
15166,HNRNPR,gene,0
15167,HTR1D,gene,0
15168,LUZP1,gene,0
15169,KDM1A,gene,0
15170,4930549C01RIK,gene,0
15171,LACTBL1,gene,0
15172,EPHB2,gene,0
15173,C1QB,gene,0
15174,C1QC,gene,0
15175,C1QA,gene,0
15176,EPHA8,gene,0
15177,ZBTB40,gene,0
15178,GM13003,gene,0
15179,WNT4,gene,0
15180,CDC42,gene,0
15181,GM13011,gene,0
15182,CELA3B,gene,0
15183,1700013G24RIK,gene,0
15184,HSPG2,gene,0
15185,LDLRAD2,gene,0
15186,USP48,gene,0
15187,RAP1GAP,gene,0
15188,ALPL,gene,0
15189,ECE1,gene,0
15190,EIF4G3,gene,0
15191,HP1BP3,gene,0
15192,SH2D5,gene,0
15193,KIF17,gene,0
15194,DDOST,gene,0
15195,PINK1,gene,0
15196,CDA,gene,0
15197,FAM43B,gene,0
15198,MUL1,gene,0
15199,CAMK2N1,gene,0
15200,VWA5B1,gene,0
15201,UBXN10,gene,0
15202,PLA2G2C,gene,0
15203,PLA2G2F,gene,0
15204,PLA2G2D,gene,0
15205,PLA2G5,gene,0
15206,PLA2G2A,gene,0
15207,PLA2G2E,gene,0
15208,OTUD3,gene,0
15209,RNF186,gene,0
15210,TMCO4,gene,0
15211,HTR6,gene,0
15212,NBL1,gene,1
15213,MINOS1,gene,0
15214,GM16287,gene,0
15215,CAPZB,gene,0
15216,PQLC2,gene,0
15217,AKR7A5,gene,0
15218,MRTO4,gene,0
15219,C230096C10RIK,gene,0
15220,UBR4,gene,0
15221,IFFO2,gene,0
15222,ALDH4A1,gene,0
15223,TAS1R2,gene,0
15224,PAX7,gene,0
15225,4933427I22RIK,gene,0
15226,KLHDC7A,gene,0
15227,IGSF21,gene,0
15228,ARHGEF10L,gene,0
15229,RCC2,gene,0
15230,PADI6,gene,0
15231,PADI4,gene,0
15232,PADI3,gene,0
15233,GM13032,gene,0
15234,PADI1,gene,0
15235,4930515B02RIK,gene,0
15236,PADI2,gene,0
15237,GM13031,gene,0
15238,SDHB,gene,0
15239,ATP13A2,gene,0
15240,MFAP2,gene,0
15241,CROCC,gene,0
15242,NECAP2,gene,0
15243,SPATA21,gene,0
15244,D4ERTD22E,gene,0
15245,FBXO42,gene,0
15246,6330545A04RIK,gene,0
15247,ARHGEF19,gene,0
15248,EPHA2,gene,0
15249,FAM131C,gene,0
15250,CLCNKA,gene,0
15251,CLCNKB,gene,0
15252,HSPB7,gene,0
15253,GM694,gene,0
15254,ZBTB17,gene,0
15255,SPEN,gene,0
15256,B330016D10RIK,gene,0
15257,FBLIM1,gene,0
15258,TMEM82,gene,0
15259,AI507597,gene,0
15260,SLC25A34,gene,0
15261,PLEKHM2,gene,0
15262,RSC1A1,gene,0
15263,DDI2,gene,0
15264,AGMAT,gene,0
15265,DNAJC16,gene,0
15266,CASP9,gene,0
15267,CELA2A,gene,0
15268,CTRC,gene,0
15269,1810035I16RIK,gene,0
15270,EFHD2,gene,0
15271,FHAD1,gene,0
15272,LOC545691,gene,0
15273,TMEM51,gene,0
15274,GM10565,gene,0
15275,KAZN,gene,0
15276,PRDM2,gene,0
15277,PDPN,gene,0
15278,LRRC38,gene,0
15279,PRAMEL1,gene,0
15280,PRAMEF8,gene,0
15281,OOG4,gene,0
15282,GM13057_LOC1,gene,0
15283,GM13040_LOC1,gene,0
15284,GM13043,gene,0
15285,GM13040_LOC2,gene,0
15286,GM13057_LOC2,gene,0
15287,GM13040_LOC3,gene,0
15288,GM13057_LOC3,gene,0
15289,BC080695,gene,0
15290,GM13083,gene,0
15291,GM13088,gene,0
15292,GM13078,gene,0
15293,GM13023,gene,0
15294,GM13084,gene,0
15295,GM13103,gene,0
15296,PRAMEF6,gene,0
15297,GM13109,gene,0
15298,PRAMEF17,gene,0
15299,PRAMEL4,gene,0
15300,GM13102,gene,0
15301,OOG3,gene,0
15302,OOG2,gene,0
15303,C87977,gene,0
15304,PRAMEL5,gene,0
15305,GM13128,gene,0
15306,GM13119,gene,0
15307,GM13125,gene,0
15308,PRAMEF12,gene,0
15309,1700012P22RIK,gene,0
15310,AADACL3,gene,0
15311,9430007A20RIK,gene,0
15312,GM13124,gene,0
15313,GM13177,gene,0
15314,GM436,gene,0
15315,GM13178,gene,0
15316,GM438,gene,0
15317,DHRS3,gene,0
15318,VPS13D,gene,0
15319,TNFRSF1B,gene,0
15320,TNFRSF8,gene,0
15321,SMARCA5-PS,gene,0
15322,GM13212,gene,0
15323,GM13242,gene,0
15324,GM13238,gene,0
15325,1700095A21RIK,gene,0
15326,GM13247,gene,0
15327,GM13251,gene,0
15328,REX2_LOC1,gene,0
15329,GM13138_LOC2,gene,0
15330,GM13034,gene,0
15331,GM13051,gene,0
15332,ZFP600,gene,0
15333,REX2_LOC2,gene,0
15334,GM13138_LOC1,gene,0
15335,4933438K21RIK,gene,0
15336,GM13139,gene,0
15337,1700029I01RIK,gene,0
15338,GM13152,gene,0
15339,GM13154,gene,0
15340,2610305D13RIK,gene,0
15341,ZFP534,gene,0
15342,GM13157,gene,0
15343,RPS19-PS3,gene,0
15344,ZFP933,gene,0
15345,MIIP,gene,0
15346,FV1,gene,0
15347,MFN2,gene,0
15348,PLOD1,gene,0
15349,2510039O18RIK,gene,0
15350,NPPB,gene,0
15351,NPPA,gene,0
15352,CLCN6,gene,0
15353,MTHFR,gene,0
15354,AGTRAP,gene,0
15355,2610109H07RIK,gene,0
15356,MAD2L2,gene,0
15357,FBXO6,gene,0
15358,FBXO44,gene,0
15359,FBXO2,gene,1
15360,PTCHD2,gene,0
15361,UBIAD1,gene,0
15362,MTOR,gene,0
15363,ANGPTL7,gene,0
15364,EXOSC10,gene,0
15365,SRM,gene,0
15366,MASP2,gene,0
15367,TARDBP,gene,0
15368,GM572,gene,0
15369,CASZ1,gene,1
15370,PEX14,gene,1
15371,DFFA,gene,0
15372,CORT,gene,0
15373,APITD1,gene,0
15374,PGD,gene,0
15375,KIF1B,gene,0
15376,UBE4B,gene,0
15377,RBP7,gene,0
15378,NMNAT1,gene,0
15379,LZIC,gene,0
15380,CTNNBIP1,gene,0
15381,CLSTN1,gene,0
15382,PIK3CD,gene,0
15383,TMEM201,gene,0
15384,SLC25A33,gene,0
15385,SPSB1,gene,0
15386,H6PD,gene,0
15387,MIR34A,gene,0
15388,GPR157,gene,0
15389,SLC2A5,gene,0
15390,SLC2A7,gene,0
15391,CAR6,gene,0
15392,ENO1,gene,0
15393,GM5506_LOC2,gene,0
15394,RERE,gene,0
15395,SLC45A1,gene,0
15396,1700045H11RIK,gene,0
15397,ERRFI1,gene,0
15398,PARK7,gene,0
15399,TNFRSF9,gene,0
15400,UTS2,gene,0
15401,PER3,gene,0
15402,VAMP3,gene,0
15403,CAMTA1,gene,0
15404,DNAJC11,gene,0
15405,THAP3,gene,0
15406,PHF13,gene,0
15407,KLHL21,gene,0
15408,ZBTB48,gene,0
15409,TAS1R1,gene,0
15410,NOL9,gene,0
15411,PLEKHG5,gene,0
15412,TNFRSF25,gene,0
15413,ESPN,gene,0
15414,HES2,gene,0
15415,ACOT7,gene,0
15416,GPR153,gene,0
15417,HES3,gene,0
15418,ICMT,gene,0
15419,RNF207,gene,0
15420,RPL22,gene,0
15421,CHD5,gene,1
15422,KCNAB2,gene,0
15423,NPHP4,gene,0
15424,GM833,gene,0
15425,AJAP1,gene,0
15426,BC039966,gene,0
15427,A430005L14RIK,gene,0
15428,DFFB,gene,0
15429,BC046331,gene,0
15430,LRRC47,gene,0
15431,1190007F08RIK,gene,0
15432,CCDC27,gene,0
15433,TRP73,gene,0
15434,WDR8,gene,0
15435,TPRGL,gene,0
15436,MEGF6,gene,0
15437,ARHGEF16,gene,0
15438,PRDM16,gene,0
15439,5930403L14RIK,gene,0
15440,ACTRT2,gene,0
15441,TTC34,gene,0
15442,MMEL1,gene,0
15443,2810405K02RIK,gene,0
15444,TNFRSF14,gene,0
15445,HES5,gene,0
15446,PANK4,gene,0
15447,PLCH2,gene,0
15448,PEX10,gene,0
15449,RER1,gene,0
15450,MORN1,gene,0
15451,SKI,gene,0
15452,2610002J02RIK,gene,0
15453,PRKCZ,gene,0
15454,GABRD,gene,0
15455,2010015L04RIK,gene,0
15456,TMEM52,gene,0
15457,GNB1,gene,0
15458,NADK,gene,0
15459,SLC35E2,gene,0
15460,GM16023,gene,0
15461,CDK11B,gene,0
15462,MMP23,gene,0
15463,MIB2,gene,0
15464,B930041F14RIK,gene,0
15465,SSU72,gene,0
15466,GM5151,gene,0
15467,ATAD3A,gene,0
15468,2610204G22RIK,gene,0
15469,VWA1,gene,0
15470,TMEM88B,gene,0
15471,MRPL20,gene,0
15472,CCNL2,gene,0
15473,AURKAIP1,gene,0
15474,MXRA8,gene,0
15475,DVL1,gene,0
15476,TAS1R3,gene,0
15477,GLTPD1,gene,0
15478,CPSF3L,gene,0
15479,PUSL1,gene,0
15480,ACAP3,gene,0
15481,UBE2J2,gene,0
15482,GM5801_LOC2,gene,0
15483,FAM132A,gene,0
15484,B3GALT6,gene,0
15485,SDF4,gene,0
15486,TNFRSF4,gene,0
15487,GM10560,gene,0
15488,TNFRSF18,gene,0
15489,TTLL10,gene,0
15490,MIR429,gene,0
15491,MIR200A,gene,0
15492,MIR200B,gene,0
15493,9430015G10RIK,gene,0
15494,9930005F22RIK,gene,0
15495,AGRN,gene,0
15496,ISG15,gene,0
15497,AW011738,gene,0
15498,2310042D19RIK,gene,0
15499,PLEKHN1,gene,0
15500,KLHL17,gene,0
15501,DHRSX,gene,0
15502,V1RG10,gene,0
15503,CDK6,gene,0
15504,FAM133B,gene,1
15505,1700109H08RIK,gene,0
15506,C030048B08RIK,gene,0
15507,PEX1,gene,0
15508,GATAD1,gene,0
15509,4930511M11RIK,gene,0
15510,ANKIB1,gene,0
15511,KRIT1,gene,0
15512,4932412H11RIK,gene,0
15513,MTERF,gene,0
15514,AKAP9,gene,0
15515,CYP51,gene,0
15516,GM9897,gene,0
15517,FZD1,gene,0
15518,CDK14,gene,0
15519,1700015F17RIK,gene,0
15520,CLDN12,gene,0
15521,GTPBP10,gene,0
15522,GM8773,gene,0
15523,A330021E22RIK,gene,0
15524,STEAP2,gene,0
15525,STEAP1,gene,0
15526,ZFP804B,gene,0
15527,4921511H03RIK,gene,0
15528,STEAP4,gene,0
15529,SRI,gene,1
15530,ADAM22,gene,0
15531,DBF4,gene,0
15532,SLC25A40,gene,0
15533,RUNDC3B,gene,0
15534,ABCB1A,gene,0
15535,ABCB1B,gene,0
15536,ABCB4,gene,0
15537,CROT,gene,0
15538,4930420K17RIK,gene,0
15539,DMTF1,gene,0
15540,9330182L06RIK,gene,0
15541,MIR879,gene,0
15542,GRM3,gene,0
15543,GM6455,gene,0
15544,SPEER1-PS1,gene,0
15545,GM6460,gene,0
15546,1700003C15RIK,gene,0
15547,4933402N22RIK,gene,0
15548,SEMA3D,gene,0
15549,SEMA3A,gene,0
15550,SPEER3,gene,0
15551,SEMA3E,gene,0
15552,PCLO,gene,0
15553,GM9758,gene,0
15554,SPEER4E,gene,0
15555,SPEER8-PS1,gene,0
15556,GM17019,gene,0
15557,SPEER4D,gene,0
15558,SPEER7-PS1,gene,0
15559,4930519H02RIK,gene,0
15560,CACNA2D1,gene,0
15561,HGF,gene,0
15562,SPEER4F,gene,0
15563,SEMA3C,gene,0
15564,MIR5109,gene,0
15565,CD36,gene,0
15566,GNAT3,gene,0
15567,GNAI1,gene,0
15568,MAGI2,gene,0
15569,PHTF2,gene,0
15570,TMEM60,gene,0
15571,RSBN1L,gene,0
15572,A630072M18RIK,gene,0
15573,PTPN12,gene,0
15574,PION,gene,0
15575,CCDC146,gene,0
15576,FGL2,gene,0
15577,FAM185A,gene,0
15578,FBXL13,gene,0
15579,LRRC17,gene,0
15580,ARMC10,gene,0
15581,NAPEPLD,gene,0
15582,PMPCB,gene,0
15583,DNAJC2,gene,0
15584,PSMC2,gene,0
15585,SLC26A5,gene,0
15586,RELN,gene,0
15587,ORC5,gene,0
15588,GM15421,gene,0
15589,A930003O13RIK,gene,0
15590,LHFPL3,gene,1
15591,5031425E22RIK,gene,0
15592,MLL5,gene,0
15593,SRPK2,gene,0
15594,AI506816,gene,0
15595,MIR3096,gene,0
15596,PUS7,gene,0
15597,RINT1,gene,0
15598,TOMM7,gene,0
15599,2700038G22RIK,gene,0
15600,MIR3096B,gene,0
15601,SNORD93,gene,0
15602,FAM126A,gene,0
15603,KLHL7,gene,0
15604,NUPL2,gene,0
15605,MIR684-1_LOC9,gene,0
15606,KCNH2,gene,0
15607,NOS3,gene,0
15608,ATG9B,gene,0
15609,ABCB8,gene,0
15610,ACCN3,gene,0
15611,CDK5,gene,0
15612,SLC4A2,gene,0
15613,FASTK,gene,0
15614,TMUB1,gene,0
15615,AGAP3,gene,0
15616,GBX1,gene,0
15617,ASB10,gene,0
15618,4931409K22RIK,gene,0
15619,ABCF2,gene,0
15620,CHPF2,gene,0
15621,MIR671,gene,0
15622,SMARCD3,gene,0
15623,1700022A21RIK,gene,0
15624,NUB1,gene,0
15625,WDR86,gene,0
15626,CRYGN,gene,0
15627,RHEB,gene,0
15628,PRKAG2,gene,0
15629,4933426D04RIK,gene,0
15630,2900005J15RIK,gene,0
15631,GALNTL5,gene,0
15632,GALNT11,gene,0
15633,MLL3,gene,0
15634,4831440E17RIK,gene,0
15635,CCT8L1,gene,0
15636,1700096K18RIK,gene,0
15637,XRCC2,gene,0
15638,ACTR3B,gene,0
15639,SPEER4A,gene,0
15640,GM10471,gene,0
15641,5031410I06RIK,gene,0
15642,GM10220,gene,0
15643,4930584F24RIK,gene,0
15644,DPP6,gene,0
15645,SPEER4B,gene,0
15646,PAXIP1,gene,0
15647,HTR5A,gene,0
15648,INSIG1,gene,0
15649,EN2,gene,0
15650,CNPY1,gene,0
15651,RBM33,gene,0
15652,SHH,gene,0
15653,9530036O11RIK,gene,0
15654,RNF32,gene,0
15655,LMBR1,gene,0
15656,NOM1,gene,0
15657,MNX1,gene,0
15658,UBE3C,gene,0
15659,GM5129,gene,0
15660,DNAJB6,gene,0
15661,IL6,gene,0
15662,TYMS,gene,0
15663,GM4961,gene,0
15664,3110082J24RIK,gene,0
15665,FAM59B,gene,0
15666,HADHA,gene,0
15667,HADHB,gene,0
15668,MIR1960,gene,0
15669,GPR113,gene,0
15670,EPT1,gene,0
15671,CCDC164,gene,0
15672,OTOF,gene,0
15673,1700001C02RIK,gene,0
15674,CIB4,gene,0
15675,GM9899,gene,0
15676,KCNK3,gene,0
15677,4930471M23RIK,gene,0
15678,CENPA,gene,0
15679,DPYSL5,gene,0
15680,MAPRE3,gene,0
15681,TMEM214,gene,0
15682,AGBL5,gene,0
15683,OST4,gene,0
15684,EMILIN1,gene,0
15685,KHK,gene,0
15686,CGREF1,gene,0
15687,ABHD1,gene,0
15688,PREB,gene,0
15689,TCF23,gene,0
15690,SLC5A6,gene,0
15691,0610007C21RIK,gene,0
15692,CAD,gene,0
15693,SLC30A3,gene,0
15694,DNAJC5G,gene,0
15695,TRIM54,gene,0
15696,UCN,gene,0
15697,MPV17,gene,0
15698,GTF3C2,gene,0
15699,EIF2B4,gene,0
15700,SNX17,gene,0
15701,ZFP513,gene,0
15702,PPM1G,gene,0
15703,NRBP1,gene,0
15704,KRTCAP3,gene,0
15705,IFT172,gene,0
15706,FNDC4,gene,0
15707,GCKR,gene,0
15708,ZFP512,gene,0
15709,4930548H24RIK,gene,0
15710,GPN1,gene,0
15711,SUPT7L,gene,0
15712,SLC4A1AP,gene,0
15713,MRPL33,gene,0
15714,RBKS,gene,0
15715,BRE,gene,0
15716,FOSL2,gene,0
15717,PLB1,gene,0
15718,PPP1CB,gene,0
15719,YES1,gene,0
15720,PISD,gene,0
15721,C330019G07RIK,gene,0
15722,DEPDC5,gene,0
15723,YWHAH,gene,1
15724,SLC5A1,gene,0
15725,SPON2,gene,0
15726,CTBP1,gene,0
15727,MAEA,gene,0
15728,4933407H18RIK,gene,0
15729,FAM53A,gene,0
15730,SLBP,gene,0
15731,TMEM129,gene,0
15732,TACC3,gene,0
15733,FGFR3,gene,0
15734,LETM1,gene,0
15735,WHSC1,gene,0
15736,WHSC2,gene,0
15737,GM1673,gene,0
15738,NAT8L,gene,0
15739,POLN,gene,0
15740,4930557J02RIK,gene,0
15741,HAUS3,gene,0
15742,MXD4,gene,0
15743,ZFYVE28,gene,0
15744,RNF4,gene,0
15745,FAM193A,gene,0
15746,TNIP2,gene,0
15747,SH3BP2,gene,0
15748,ADD1,gene,0
15749,MFSD10,gene,0
15750,NOP14,gene,0
15751,GRK4,gene,0
15752,HTT,gene,0
15753,A930005I04RIK,gene,0
15754,RGS12,gene,0
15755,MIR3097,gene,0
15756,HGFAC,gene,0
15757,DOK7,gene,0
15758,LRPAP1,gene,0
15759,ADRA2C,gene,0
15760,4930478P22RIK,gene,0
15761,HMX1,gene,0
15762,CPZ,gene,0
15763,2310079F23RIK,gene,0
15764,4931431C16RIK,gene,0
15765,ACOX3,gene,0
15766,HTRA3,gene,0
15767,SH3TC1,gene,0
15768,ABLIM2,gene,0
15769,AFAP1,gene,0
15770,SORCS2,gene,0
15771,PSAPL1,gene,0
15772,GRPEL1,gene,0
15773,TADA2B,gene,0
15774,CCDC96,gene,0
15775,TBC1D14,gene,0
15776,D5ERTD579E,gene,0
15777,CNO,gene,0
15778,MRFAP1,gene,0
15779,MAN2B2,gene,0
15780,PPP2R2C,gene,0
15781,4933401P06RIK,gene,0
15782,WFS1,gene,0
15783,JAKMIP1,gene,0
15784,CRMP1,gene,0
15785,EVC,gene,0
15786,EVC2,gene,0
15787,STK32B,gene,0
15788,CYTL1,gene,0
15789,MSX1,gene,0
15790,MSX1AS,gene,0
15791,STX18,gene,0
15792,NSG1,gene,1
15793,ZBTB49,gene,0
15794,LYAR,gene,0
15795,TMEM128,gene,0
15796,OTOP1,gene,0
15797,DRD5,gene,0
15798,SLC2A9,gene,0
15799,WDR1,gene,0
15800,ZFP518B,gene,0
15801,CLNK,gene,0
15802,4930513D17RIK,gene,0
15803,HS3ST1,gene,0
15804,RAB28,gene,0
15805,NKX3-2,gene,0
15806,BOD1L,gene,0
15807,GM7854,gene,0
15808,CPEB2,gene,0
15809,C1QTNF7,gene,0
15810,CC2D2A,gene,0
15811,FBXL5,gene,0
15812,BST1,gene,0
15813,CD38,gene,0
15814,FGFBP1,gene,0
15815,PROM1,gene,0
15816,TAPT1,gene,0
15817,LDB2,gene,1
15818,QDPR,gene,0
15819,CLRN2,gene,0
15820,LAP3,gene,0
15821,MED28,gene,0
15822,FAM184B,gene,0
15823,NCAPG,gene,0
15824,LCORL,gene,0
15825,GM3414,gene,0
15826,SLIT2,gene,1
15827,MIR218-1,gene,0
15828,PACRGL,gene,0
